condition,seed,generation,best_fitness,mean_fitness
crossover,1011,0,117.94634149444701,0.8782630148880423
crossover,1011,1,117.94634149444701,12.106980586398697
crossover,1011,2,117.94634149444701,26.67996818018678
crossover,1011,3,358.725119256291,45.608540626881336
crossover,1011,4,358.725119256291,51.36113103151332
crossover,1011,5,358.725119256291,75.7588628391278
crossover,1011,6,2661.2508389365653,161.63309203988078
crossover,1011,7,2815.3182170546143,359.86825922589503
crossover,1011,8,2815.3182170546143,393.76485251550065
crossover,1011,9,2918.352550737726,837.2512741175024
crossover,1011,10,3167.056452515251,899.6999139294165
crossover,1011,11,3167.056452515251,873.9993600880181
crossover,1011,12,3321.529359857807,1236.795412908991
crossover,1011,13,3832.437312487377,1159.6195614801725
crossover,1011,14,3832.437312487377,1124.395647954003
crossover,1011,15,3832.437312487377,1079.150940784442
crossover,1011,16,3890.4619115745777,1644.395845382458
crossover,1011,17,3890.4619115745777,1240.2605844334819
crossover,1011,18,3890.4619115745777,1687.8418085398446
crossover,1011,19,4944.822753031296,1878.0435567774302
crossover,1012,0,20.19917561574233,-1.5821630161488915
crossover,1012,1,62.38623191006156,19.085299571417618
crossover,1012,2,146.30845427865023,21.928046061425583
crossover,1012,3,229.16809221629669,36.534394433172544
crossover,1012,4,229.16809221629669,55.31776132543082
crossover,1012,5,230.4295564167402,71.84488375714947
crossover,1012,6,230.4295564167402,103.48515534206763
crossover,1012,7,260.67307527337954,130.71175252114665
crossover,1012,8,260.67307527337954,162.63453701841507
crossover,1012,9,390.696020517169,160.03029021827723
crossover,1012,10,391.595007822996,165.00414738199333
crossover,1012,11,603.0298586069645,201.73510873482604
crossover,1012,12,5094.694555707743,479.54552418670346
crossover,1012,13,5151.730118137033,1021.7950079184759
crossover,1012,14,5192.527837282901,1475.6853843258098
crossover,1012,15,5192.527837282901,1540.5682858408193
crossover,1012,16,5192.527837282901,1065.5764173697214
crossover,1012,17,5192.527837282901,1687.3620036766583
crossover,1012,18,5192.527837282901,1575.1351846659525
crossover,1012,19,5192.527837282901,1980.0383751591876
crossover,1013,0,345.2621385638691,18.90953857383541
crossover,1013,1,345.2621385638691,36.57191704775114
crossover,1013,2,346.9370110014455,46.175378638929374
crossover,1013,3,5019.152372131961,285.3887030845146
crossover,1013,4,5019.152372131961,613.3838127285081
crossover,1013,5,5025.978020827659,988.9856566197102
crossover,1013,6,5079.3040108498835,1711.3164001004234
crossover,1013,7,5083.6877210802795,1943.056797844132
crossover,1013,8,5083.6877210802795,1555.5715585879611
crossover,1013,9,5083.6877210802795,2062.1411597832716
crossover,1013,10,5110.147554526019,2028.0471388455812
crossover,1013,11,5110.147554526019,2223.4111072532364
crossover,1013,12,5110.147554526019,2312.7779286896234
crossover,1013,13,5110.147554526019,1942.6353211681583
crossover,1013,14,5118.930621573733,2491.2117691059316
crossover,1013,15,5156.990876343513,2659.8977254779093
crossover,1013,16,5156.990876343513,2483.947184515159
crossover,1013,17,5176.877633103814,2691.5716989755597
crossover,1013,18,5176.877633103814,3029.062597705067
crossover,1013,19,5176.877633103814,1898.388355294506
crossover,1014,0,381.52011347594487,11.656091864889051
crossover,1014,1,381.52011347594487,28.832582160909375
crossover,1014,2,391.5976282145478,53.78148445953698
crossover,1014,3,391.5976282145478,100.34814579249021
crossover,1014,4,4998.664534953814,492.2966545970333
crossover,1014,5,5093.782884758288,998.9956980307397
crossover,1014,6,5093.782884758288,804.0312011048128
crossover,1014,7,5093.782884758288,1033.5967003949868
crossover,1014,8,5093.782884758288,920.6338345478003
crossover,1014,9,5093.782884758288,1819.985462642674
crossover,1014,10,5093.782884758288,1018.990427998149
crossover,1014,11,5093.782884758288,1121.6958700033995
crossover,1014,12,5147.069513574159,1555.9038358527846
crossover,1014,13,5147.069513574159,1596.955952980679
crossover,1014,14,5166.000611345165,1640.5512211786886
crossover,1014,15,5166.000611345165,1652.022162717989
crossover,1014,16,5166.000611345165,1600.820599952387
crossover,1014,17,5166.000611345165,2297.3956232762184
crossover,1014,18,5166.000611345165,2152.514329102247
crossover,1014,19,5167.004115606977,1438.3153816144597
crossover,1015,0,57.24711530640658,4.205122159629603
crossover,1015,1,64.4403829823661,10.368000206262622
crossover,1015,2,489.3018453623216,48.78892940373849
crossover,1015,3,492.16795075207165,67.96113255019687
crossover,1015,4,492.16795075207165,75.25226379686983
crossover,1015,5,492.16795075207165,177.76186191775517
crossover,1015,6,4936.308959371493,428.86426029559766
crossover,1015,7,4970.861799496162,847.20677947788
crossover,1015,8,4970.861799496162,770.86127431056
crossover,1015,9,4971.1078904709775,1213.8984881038514
crossover,1015,10,5004.948614215431,1098.8977928366528
crossover,1015,11,5004.948614215431,1113.4372148909943
crossover,1015,12,5067.429312724054,1862.5508842884367
crossover,1015,13,5067.429312724054,1275.8590273100747
crossover,1015,14,5067.429312724054,1562.9975300991366
crossover,1015,15,5067.429312724054,1576.4227566358368
crossover,1015,16,5067.429312724054,1919.1159004582642
crossover,1015,17,5072.783024815193,1694.68620208321
crossover,1015,18,5072.817578567263,1857.7415457031711
crossover,1015,19,5073.893925601795,2165.940200639322
crossover,1016,0,146.54802468761469,6.906542903991828
crossover,1016,1,148.07849232765497,41.262226371133224
crossover,1016,2,149.63819544855613,42.18517186317054
crossover,1016,3,353.72833685706865,47.487479075367105
crossover,1016,4,355.12166407219365,73.57889159351049
crossover,1016,5,355.12166407219365,107.87770944500399
crossover,1016,6,388.23386447948656,108.31350270543679
crossover,1016,7,401.0208980579929,151.84400560790343
crossover,1016,8,401.0208980579929,139.15640429034048
crossover,1016,9,401.0208980579929,137.99986159424427
crossover,1016,10,2246.180324458848,210.1732295683027
crossover,1016,11,2246.180324458848,228.64411620061347
crossover,1016,12,2246.180324458848,261.4162065055929
crossover,1016,13,2246.180324458848,285.6575853674647
crossover,1016,14,4931.9373766772205,509.65797411298803
crossover,1016,15,4931.9373766772205,702.0795250537418
crossover,1016,16,4931.9373766772205,1015.3516472300275
crossover,1016,17,4963.443771474858,1459.342545678395
crossover,1016,18,5017.533333744999,1997.2622489617556
crossover,1016,19,5017.533333744999,1713.473523360429
crossover,1017,0,139.93804314932595,10.203781870849365
crossover,1017,1,139.93804314932595,21.32318930509335
crossover,1017,2,497.94147191491805,64.26589319112583
crossover,1017,3,500.1515461017862,88.53806927499888
crossover,1017,4,500.1515461017862,111.3424452643221
crossover,1017,5,4022.520714379293,244.62131976123933
crossover,1017,6,4022.520714379293,306.50906948870664
crossover,1017,7,5091.035942588811,659.5289080460666
crossover,1017,8,5108.353882938332,1134.8638209431456
crossover,1017,9,5126.462423144937,2226.411378514911
